Index,name,rating,comment,review.date,country,Year,Month,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
96,Anonymous,7.4,"Clean and comfortable facilities. Sufficient space provided. Breakfast was quite basic - toast, jam and butter. We wished the staff was more cooperative as our flight to Dublin got cancelled so that we only got there the next day. Even though we informed the hostel right away and had the cancellation confirmation ready we were still charged the full amount (138 euro) for the night we were not able to use the room.",Property Reply,"Germany, ",2018,Aug,0,1,0,0,2,0,0,3,0,6
97,caitlinmcgarrell,9.1,A nice clean hostel. My favourite thing about this place was the staff. The guy who checked me in made me laugh a lot which is a really nice thing when you're entering a new city for the first time. Only thing I'd have to point out is that there were only 2 washing machines to be shared between what seemed to be 100s of guests. And one of those machines was out of order! Otherwise my stay was comfortable and nice.,03-Aug-18,"Australia, ",2018,Aug,0,1,0,0,2,0,1,1,0,2
98,taylordbrady109,9.7,"Staying at Jacob’s Inn was the perfect end to my month long trip. VERY friendly and sweet workers and amazing cleanliness as well as eating area. Enjoyed my stay and would recommend to anyone coming to Dublin, an easy walk anywhere you’d like to go.",Property Reply,"USA, ",2018,Aug,0,5,0,0,3,0,2,4,0,5
99,Anonymous,7.7,"When we were there there was a summer camp for young children. The kids took over all the common spaces including the dining areas. The hostel definitely didn’t have a party vibe. This might have been a one time unlucky thing. Other than the atmosphere, everything was pretty good",02-Aug-18,"Canada, ",2018,Aug,1,4,1,1,3,1,2,2,1,4
100,Anonymous,9.1,"Excellent hostel close to everything in Dublin, and right across the street from the central bus station. We chose the deluxe rooms with pods and were so happy we did - rooms were really clean, comfortable beds and the pods were awesome for a bit more privacy. Staff was great and hostel felt secure. One of the best I've ever stayed at, would highly recommend.",Property Reply,"Canada, ",2018,Aug,0,1,0,0,3,0,0,4,0,4
101,johnzsheppeck137310,10,You know that feeling when you fall in Love? Yeah that's the same feeling I get from this hostel.,30-Jul-18,"USA, ",2018,Jul,1,1,1,1,2,2,1,1,2,2
102,themicalah,10,"My experience at Jacobs Inn was absolutely wonderful! I loved the atmosphere and the staff was exceptional. I had a good time with both Vlad and Jason the overnight guys. Vlad was kind, fun loving and talkative. Jason on the other hand was more of a “give ya hard time” but in the most hysterical way! He knew how to have a good time and make ya laugh. I even ran into him on the street while I was getting off a coach from a day trip I went on. We definitely had a great time joking around!",Property Reply,"USA, ",2018,Jul,1,3,0,1,6,0,4,5,1,7
103,Anonymous,10,This is the best hostel in Dublin,29-Jul-18,"Netherlands, ",2018,Jul,0,0,0,0,0,0,0,0,0,0
104,darahkel1933,9.4,We had a great time and would recommend to friends and family. Walking tour was exceptional and hostel was extraordinarily clean. Very sleek and modern look,29-Jul-18,"England, ",2018,Jul,0,1,0,0,1,0,0,2,0,3
105,Anonymous,10,"My buddy and I stayed at the Jacobs Inn three different times over a week period, as we were taking various tours around the country. Each time we returned, we felt like we had a ""home base"" at the Jacobs Inn with clean facilities and friendly people. The location is great and I would highly recommend it to fellow travelers!",Property Reply,"USA, ",2018,Jul,0,3,0,0,3,0,0,6,0,5
106,Anonymous,10,Excellent all round,Property Reply,"England, ",2018,Jul,0,0,0,0,1,0,0,1,0,1
107,Anonymous,7.4,"The staff was great the ficitlies where clean and decided for a hostel stay, but the whole week I was there, they also had allowed a school group of about 60 preteens with only a few adults stay at the hostel and if they took over all of the space, the kitchen the common area where you would normally go to meet people, yelling up and down the dorm hallways at night after quit hours. It’s probably a great stay if you aren’t thrown into a summer camp as part of your stay. But it was unfortunate",Property Reply,"USA, ",2018,Jul,0,0,0,0,1,1,0,2,2,1
108,Anonymous,7.1,"The rooms were fine, I liked the USB charging ports in each bed and the bed curtain for privacy.
 I did not think the bathrooms were very clean and I absolutely hated the fact that I had to press a button in the shower every 20 seconds or the shower would auto shut off. I have never seen anything like this and it was terrible. Couldn't even wash my face.
 The breakfast was very basic. 
 I liked the security getting up to the rooms.",Property Reply,"USA, ",2018,Jul,1,0,1,1,1,1,0,2,1,2
109,hparkes8984,6.9,"Every member of staff I encountered was really rude. Not just inattentive, which I’m fine with, but very rude. Totally unacceptable. The hostel is a fair walk from the very few places of interest that exist in Dublin, but isn’t near a bar so it’s nice and quiet most of the time. My biggest problem was with the awful sewage smell in bathrooms, and how hot the room was with absolutely no way to cool off. Comfy beds, quiet, the terrace, lots of showers and hot H2O make the hostel pretty nice.",Property Reply,"USA, ",2018,Jul,3,2,3,2,1,4,0,1,5,5
110,alice40491,10,"Love Jacob’s Inn, favourite hostel in Dublin! Will stay again for sure!",Property Reply,New ,2018,Jul,0,0,0,0,1,0,0,0,0,1
111,smonney2867,8,More options at breakfast,16-Jul-18,"Canada, ",2018,Jul,0,0,0,0,0,0,0,0,0,1
112,Celeste_stratton5314,9.7,"staff went above and beyond at all out questions and concerns. (we have some other guest that smelled very bad and they moved us and said they would look into it and even accommodated my father for a bottom. bunk since he is 60 yrs.) very clean and good atmosphere to meet people, I ended up watching movies with people and getting to know them that way. breakfast is also good but go early to ensure you get the best selection, would suggest you stay here. very quiet and clean!",16-Jul-18,"USA, ",2018,Jul,1,1,1,1,2,3,1,4,2,4
113,Anonymous,9.1,Good hostel in Dublin close to the bus station and trams with comfy beds and good facilities. Wasn't much in the way of atmosphere but was only there for one night so may be better normally.,Property Reply,"Australia, ",2018,Jul,0,1,0,0,1,0,1,1,0,1
114,JoDavis675766,8.9,"Good central location. Friendly, helpful staff. Good atmosphere, but Undisturbed sleep",Property Reply,"England, ",2018,Jul,0,2,0,0,3,0,1,3,0,3
115,meganbauer0148243,9.4,"A good and welcoming place! A four-person private room worked very well for us. The room and bathroom were clean. You need to keep the windows open to not get too hot, but the streets are a little noisy (it is in the city, though). Breakfast is fine but super simple. The place is near public transportation, and it’s an easy walk to the other side of the river. The staff had good pub suggestions. No deal-breaker flaws, but pretty basic hostel, though we’d stay there again.",Property Reply,"USA, ",2018,Jul,2,3,0,0,3,0,1,3,1,5
116,Anonymous,9.1,Clean and comfortable hostel ideally situated in central Dublin. Stayed in a pod which made for a very good sleep. Would happily stay there again.,Property Reply,"Ireland, ",2018,Jul,0,1,0,0,3,0,1,2,0,3
117,shannonm865955,8.6,"I stayed in an 8 person dorm. It was a nice place, room was decent size. My biggest issues were the fact that the window opened only very slightly and there was no AC, which I know is usually not necessary in Ireland, but we were there during a heat wave, so having the window be able to open more would’ve helped immensely. That and the doors have springs on them to make them close, but this causes them to slam shut, loudly.",Property Reply,"Canada, ",2018,Jul,1,0,0,1,0,0,1,1,1,1
118,bjoggiscorpion3879,9.4,excelent location great vibe and comfy beds loved my stay would stay again,Property Reply,"Iceland, ",2018,Jul,0,0,0,0,0,0,0,0,0,0
119,Anonymous,8.3,"Great location, clean and tidy shared spaces and helpful staff. Unfortunately other guests in my dorm were inconsiderate of others sleeping (despite acknowledgement of quiet hours). Also, after check out I noticed I was covered in bites- pharmacist review confirms bed bugs. Overall, rather disappointing experience- wouldn’t stay again.",Property Reply,New ,2018,Jul,1,0,1,0,2,3,0,2,2,3
120,Anonymous,9.1,Loved the free breakfast,Property Reply,"Australia, ",2018,Jul,0,0,0,0,0,0,0,0,0,1
121,samazing711,8,"Overall, not too bad. Only complaints were my outlet didn’t work in my bed and it was overwhelming hot at night. Common area was nice and clean. Simple free breakfast was a nice way to start the day before grabbing more food. Walking tour is convient for a first day activity. Staff was helpful.",02-Jul-18,"USA, ",2018,Jul,2,1,1,1,3,1,0,3,1,5
122,Anonymous,8.3,The staff was very helpful and nice. The room was stuffy and even with the window open it got hot and smelly. The hostel was full of families and younger people so if that isn’t your scene then maybe consider another hostel,Property Reply,"USA, ",2018,Jul,1,0,0,0,1,0,0,1,1,3
123,Anonymous,7.1,"Overall, the hostel was okay. It has everything you would want and need. Though, there are signs about the rooms being set to perfect temperature, and if you would like it to be changed - contact the front desk and they would accommodate you. Unfortunately, that is not the case. My partner and I stayed in a private room, with one big window that you can only crack open so much. It got extremely hot in the rooms and the building in general. The staff was also not very welcoming. Nor helpful.",02-Jul-18,"Canada, ",2018,Jul,1,1,0,1,2,1,0,3,2,6
124,Anonymous,9.4,"I stayed at Jacob's Inn while attending a conference. The location is excellent, with easy access to trains and buses and at walking distance to all point of interest in Dublin. Lots of supermarkets and coffee shops around the area as well. Staff members and kind and very helpful. Two suggestions: 1. Change the shower system. Pressing a button every 60 seconds to get water to save water... at least make it longer; 2. Get ready for heat waves in Dublin. The room was stifling hot and no AC or fans",Property Reply,"USA, ",2018,Jul,1,1,0,1,4,0,0,5,0,5
125,caseynnuckols1856,8.9,"Loved the beds, great internet. Most of the staff was crazy helpful, but there were a few that led me astray a few times- very frustrating. Would stay again, although I would recommend other cities in Ireland over Dublin.",29-Jun-18,"USA, ",2018,Jun,1,0,0,2,1,1,0,2,2,2
126,rebeccahedmunds3858,9.7,Great staff,28-Jun-18,South ,2018,Jun,0,0,0,0,0,0,0,0,0,0
127,Anonymous,8.9,"Jacobs Inn is centrally located, about 1 minutes walk from the bus station (Busaras) and is exceptionally clean. The kitchen is well fitted and has enough room. I will definitely stay here again.",26-Jun-18,"England, ",2018,Jun,0,0,0,0,1,0,0,1,0,1
128,Anonymous,8.3,"pretty good. Location is out of the way and not super central though. Staff is decent, breakfast is just cereal or toast. The rooms are very hot with only a very small crack of a window to open.",26-Jun-18,"Canada, ",2018,Jun,1,2,0,0,3,0,1,2,2,5
